slug,label,seed,layer,depth_norm,relational,anisotropy_base,anisotropy_ft,ceiling,headroom_used,saturation_class
smollm2135m,SmolLM2-135M,44,18,0.6,0.0136782219506305,0.6994297335191414,0.6906387610114482,0.6099315054694106,0.022425832782819732,neither
smollm2135m,SmolLM2-135M,44,19,0.6333333333333333,0.0216121342140129,0.6990805697945246,0.6803597742676069,0.6205596559378685,0.03482684381302535,neither
smollm2135m,SmolLM2-135M,44,20,0.6666666666666666,0.0216768589953713,0.7357741268799091,0.7173338037482233,0.5468920693718677,0.03963644786487438,neither
smollm2135m,SmolLM2-135M,44,21,0.7,0.0175545525152689,0.7241748873771086,0.713025143928672,0.5627999686942194,0.031191459651282682,neither
smollm2135m,SmolLM2-135M,44,22,0.7333333333333333,0.0161557541469002,0.7256640676418773,0.7207424412691396,0.5535934910889831,0.029183425034712645,neither
smollm2135m,SmolLM2-135M,44,23,0.7666666666666667,0.024783886332201,0.7249268943130154,0.7064857640661194,0.5685873416208652,0.043588529884520236,neither
smollm2135m,SmolLM2-135M,44,24,0.8,0.0307672284041818,0.7117287998921512,0.6901517313141401,0.5981194687937088,0.05143993802146809,neither
smollm2135m,SmolLM2-135M,44,25,0.8333333333333334,0.0265036724075254,0.7537220635832322,0.7376526568268935,0.5086252795898742,0.052108445000799836,neither
smollm2135m,SmolLM2-135M,44,26,0.8666666666666667,0.0285335104205553,0.772463111883318,0.7515628366308207,0.47597405148586147,0.059947617588566954,neither
smollm2135m,SmolLM2-135M,44,27,0.9,0.0315414230941291,0.7616012518545276,0.7379657137223198,0.5004330344231526,0.06302825937637548,neither
smollm2135m,SmolLM2-135M,44,28,0.9333333333333333,0.0393079496795042,0.7913505805607339,0.7566541029787048,0.45199531646056124,0.08696539156049862,neither
smollm2135m,SmolLM2-135M,44,29,0.9666666666666667,0.0375032171298486,0.8121354148761647,0.7785148570590261,0.4093497280648093,0.09161656783587993,neither
smollm2135m,SmolLM2-135M,44,30,1.0,0.1636083185132247,0.7404710554405705,0.5777944601716472,0.6817344843877824,0.2399883272153231,neither
pythia,Pythia-160M,42,0,0.0,0.0006894096472655,0.0643572074769905,0.0643493550771876,1.8712934374458219,0.0003684134371819812,neither
pythia,Pythia-160M,42,1,0.08333333333333333,0.0229575305733361,0.3801640121075563,0.3578537517373422,1.2619822361551016,0.018191643206707186,neither
pythia,Pythia-160M,42,2,0.16666666666666666,0.0357987238200111,0.5170721370748738,0.4842334784228817,0.9986943845022445,0.035845524292051976,neither
pythia,Pythia-160M,42,3,0.25,0.0380036983565629,0.5271605687145003,0.5393968840506853,0.9334425472348145,0.04071348415512367,neither
pythia,Pythia-160M,42,4,0.3333333333333333,0.0402479436245129,0.569776948320478,0.589872968690987,0.840350082988535,0.047894257928052124,neither
pythia,Pythia-160M,42,5,0.4166666666666667,0.048697714999224,0.6167569874316324,0.6486713276375423,0.7345716849308251,0.06629402684342492,neither
pythia,Pythia-160M,42,6,0.5,0.0532269287838222,0.6519560064519943,0.6656875504401811,0.6823564431078246,0.07800458150786654,neither
pythia,Pythia-160M,42,7,0.5833333333333334,0.064999281304003,0.6847497155085951,0.659799112844218,0.6554511716471869,0.09916723642534046,neither
pythia,Pythia-160M,42,8,0.6666666666666666,0.088906818179585,0.7802643877709724,0.6988245876586665,0.520911024570361,0.17067563170296485,neither
pythia,Pythia-160M,42,9,0.75,0.1011352820995097,0.6764096031772769,0.5916813736850018,0.7319090231377211,0.13818012745073013,neither
pythia,Pythia-160M,42,10,0.8333333333333334,0.1063777052586106,0.6902528651796167,0.6056093301703208,0.7041378046500625,0.1510751227332233,neither
