slug,label,metric,layer,depth_norm,n_seeds,diff_mean,diff_std,ci95_lo,ci95_hi,excludes_zero,diff_seed_42,diff_seed_43,diff_seed_44
gptneo,GPT-Neo-125M,per_token,0,0.0,3,-2.0158614876663263e-06,4.587930866888227e-07,-3.1555666962003693e-06,-8.761562791322833e-07,True,-1.486917330224845e-06,-2.3059197955904626e-06,-2.2547473371836713e-06
gptneo,GPT-Neo-125M,per_token,1,0.08333333333333333,3,-2.612968314320002e-05,2.5778280679837367e-05,-9.016648232406895e-05,3.790711603766892e-05,False,-2.3575900984100008e-05,-1.723342293700027e-06,-5.3089806151800025e-05
gptneo,GPT-Neo-125M,per_token,2,0.16666666666666666,3,3.898220907549999e-05,1.0052877782314103e-05,1.4009476264836502e-05,6.395494188616348e-05,True,3.0581294949899964e-05,3.624517141060003e-05,5.012016086599998e-05
gptneo,GPT-Neo-125M,per_token,3,0.25,3,0.0001384378714875333,7.324678759187707e-05,-4.3517235834014694e-05,0.0003203929788090813,False,0.00021129680267029994,0.0001392075188252,6.48092929671e-05
gptneo,GPT-Neo-125M,per_token,4,0.3333333333333333,3,-2.744419186696667e-05,6.845022539671834e-05,-0.0001974839781527649,0.00014259559441883154,False,1.2026919407499999e-05,1.212418902559999e-05,-0.000106483684034
gptneo,GPT-Neo-125M,per_token,5,0.4166666666666667,3,-3.890714145333337e-05,3.8597600319212767e-05,-0.00013478889598935638,5.6974613082689644e-05,False,-1.1935667417300056e-05,-2.1665375454600058e-05,-8.312038148810001e-05
gptneo,GPT-Neo-125M,per_token,6,0.5,3,-8.29386291145e-05,6.586843128491349e-05,-0.00024656488328318884,8.068762505418886e-05,False,-0.00015648099449329985,-6.29689526315e-05,-2.9365940218700152e-05
gptneo,GPT-Neo-125M,per_token,7,0.5833333333333334,3,-4.38133610055333e-05,1.7497893117754247e-05,-8.728053717552318e-05,-3.46184835543416e-07,True,-4.002536219879999e-05,-6.289498858559996e-05,-2.8519732232199966e-05
gptneo,GPT-Neo-125M,per_token,8,0.6666666666666666,3,-0.0002876651043356667,0.00039391542549057214,-0.0012662052680369742,0.0006908750593656407,False,7.838576114889981e-05,-0.0007045161886817001,-0.00023686488547419986
gptneo,GPT-Neo-125M,per_token,9,0.75,3,0.0001104978787542666,7.381860674992778e-05,-7.287770610209647e-05,0.00029387346361062965,False,0.00018700809489349997,3.9703151414499736e-05,0.0001047823899548001
gptneo,GPT-Neo-125M,per_token,10,0.8333333333333334,3,0.00041804111806469985,0.00014837568317031328,4.9455487994605886e-05,0.0007866267481347938,True,0.0005871000551798001,0.00030943572393010016,0.00035758757508419937
gptneo,GPT-Neo-125M,per_token,11,0.9166666666666666,3,0.0010940160334407996,0.0002382305465320922,0.0005022185487095376,0.0016858135181720617,True,0.001368236213006,0.0009380310094754991,0.0009757808778408997
gptneo,GPT-Neo-125M,per_token,12,1.0,3,0.0017154873944979683,0.0022158768709546924,-0.003789055905235903,0.007220030694231839,False,0.0020088255145613854,0.0037700849852199125,-0.0006324483162873928
gptneo,GPT-Neo-125M,cka_change,0,0.0,3,-1.2991214581870025e-07,8.508356307020404e-08,-3.412714334914818e-07,8.144714185408128e-08,False,-3.2908963776279165e-08,-1.6492301002646315e-07,-1.9190446365335845e-07
gptneo,GPT-Neo-125M,cka_change,1,0.08333333333333333,3,2.373989078467235e-05,0.0004061168072615289,-0.0009851101855093318,0.0010325899670786767,False,0.00032907989654717973,0.00017930108652064458,-0.00043716131071380726
gptneo,GPT-Neo-125M,cka_change,2,0.16666666666666666,3,0.0006208087914255644,0.001261720361118256,-0.00251347833931154,0.003755095922162669,False,0.0007122975190241299,0.001834294600867925,-0.0006841657456153616
gptneo,GPT-Neo-125M,cka_change,3,0.25,3,-0.0013641621917220108,0.0022744259343576365,-0.007014149427842797,0.004285825044398775,False,2.800571209460312e-05,-0.003988824564790772,-0.0001316677224698637
gptneo,GPT-Neo-125M,cka_change,4,0.3333333333333333,3,0.00034766356077779265,0.004701217110406272,-0.011330807154308344,0.012026134275863928,False,0.002778553883184376,-0.005071294595468956,0.003335731394617958
gptneo,GPT-Neo-125M,cka_change,5,0.4166666666666667,3,0.00172186692498059,0.0038858578244856334,-0.007931139039324268,0.011374872889285447,False,0.004834890052418772,-0.0026331632268744576,0.0029638739493974553
gptneo,GPT-Neo-125M,cka_change,6,0.5,3,-0.003409718909744249,0.0019466986218513328,-0.008245586369697541,0.0014261485502090423,False,-0.0015251012606879444,-0.005413063908004001,-0.0032909915605408013
